Boxer,Date,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,RDS
"De La Hoya, Diego",2014.04.03,5000.0,8.55300697237717,124.0,19.6666666666665,3,0,3,0,0,6
"Chavez, Joaquin R.",2014.04.03,2000.0,7.63671624050301,140.0,26.4166666666665,6,11,2,0,0,6
"Watts, Kevin",2014.04.03,2500.0,7.85985979181722,140.0,22.0,4,0,2,0,0,6
"Hernandez, Rodney",2014.04.03,3500.0,8.19633202843843,232.0,25.3426940639236,5,1,1,0,0,6
"Hunter, Michael",2014.04.03,4500.0,8.44764645671934,211.8,25.75,3,0,3,0,0,6
"Howard, Kevin",2014.04.03,1500.0,7.34903416805123,250.0,35.5833333333333,3,12,1,0,0,4
"Shaw, Stephan",2014.04.03,2000.0,7.63671624050301,266.0,21.5833333333333,2,0,2,0,0,4
"Seymour, Elliott",2014.04.03,1000.0,6.94356905994307,153.8,28.8333333333333,1,5,1,0,0,4
"Macias, Neeco",2014.04.03,800.0,6.72042550862886,153.6,23.0,3,0,1,0,0,4
"Scott, Herman",2014.04.03,1500.0,7.34903416805123,260.8,35.0833333333333,16,1,10,0,0,10
"Washington, Gerald M.",2014.04.03,10000.0,9.24615415293711,255.8,32.0,11,0,8,0,0,10
"Capper, Wesley J.",2014.04.04,1000.0,6.94356905994307,157.0,25.6666666666665,3,0,2,0,0,4
"McCain, Rashawn A.",2014.04.04,1300.0,7.20593332441056,153.0,26.6666666666665,2,0,0,0,0,4
"Ramirez, Yosigey",2014.04.04,1000.0,6.94356905994307,106.5,24.0833333333333,0,2,0,0,0,4
"Spinks, Leon III",2014.04.04,2000.0,7.63671624050301,136.0,26.1666666666665,6,0,3,0,0,4
"Lopez, Wilberth A.",2014.04.04,2000.0,7.63671624050301,135.0,19.1666666666665,2,2,1,0,0,4
"Walos, James Jnr.",2014.04.04,1000.0,6.94356905994307,153.0,25.3372146118688,2,0,1,0,0,4
"Barragan, David",2014.04.04,1300.0,7.20593332441056,153.0,23.8333333333333,7,0,3,0,0,4
"Cordova, Eddie",2014.04.04,2000.0,7.63671624050301,154.0,35.1666666666665,4,5,1,0,0,4
"Angeles, Mario",2014.04.04,1200.0,7.12589061673702,146.0,35.4057077625569,1,4,0,0,0,4
"Tennant, Jarrod",2014.04.04,1000.0,6.94356905994307,151.0,28.9166666666665,2,0,0,0,0,4
"Vargas, Adrian",2014.04.04,1000.0,6.94356905994307,145.0,24.3646118721429,9,0,5,0,0,4
"Ambrosio, Luis E.",2014.04.05,1000.0,6.94356905994307,128.0,21.0833333333333,4,0,3,0,0,4
"Martinez, Cesar",2014.04.05,1200.0,7.12589061673702,127.0,24.75,4,2,1,0,0,4
"Bourland, Ryan",2014.04.05,1000.0,6.94356905994307,177.0,25.8333333333333,1,0,1,0,0,4
"Ledic, Zlatko",2014.04.05,1200.0,7.12589061673702,178.0,30.6666666666665,0,1,0,0,0,4
"Escalante, Bruno",2014.04.05,4000.0,8.32986342106296,114.0,25.5,12,1,6,0,0,10
"Ruiz, Victor",2014.04.05,4200.0,8.37865358523239,113.0,23.25,14,2,10,0,0,10
"Pinell, Ricardo",2014.04.05,1800.0,7.53135572484519,158.0,28.5,7,1,5,0,0,4
"Mallard, Darren",2014.04.05,3000.0,8.04218134861118,160.0,24.25,2,0,0,0,0,4
"Mendez, Paul",2014.04.05,4000.0,8.32986342106296,161.0,25.1666666666665,14,2,6,0,0,8
"Robb, Guy Lee",2014.04.05,2000.0,7.63671624050301,129.0,25.1666666666665,12,1,5,0,0,6
"Ramirez, Daniel",2014.04.05,2500.0,7.85985979181722,129.0,24.0833333333333,10,0,4,0,0,6
"Hart, Jesse",2014.04.11,8500.0,9.08363522343934,168.0,24.8333333333333,12,0,10,0,0,8
"Ramirez, Gilberto DJ",2014.04.11,20000.0,9.93930133349706,168.0,22.8333333333333,27,0,21,0,0,10
"Mekhontsev, Egor L.",2014.04.11,10000.0,9.24615415293711,177.5,29.4166666666665,2,0,2,0,0,6
"Williams, Dwayne",2014.04.11,4500.0,8.44764645671934,180.0,30.75,5,1,2,0,0,6
"Rhodes, Lydell",2014.04.11,7500.0,8.95847208048533,138.0,26.5,19,0,9,0,0,6
"Rodriguez, Alejandro",2014.04.11,7000.0,8.88947920899838,137.0,26.0833333333333,21,13,12,0,0,6
"Salazar, Gary A.",2014.04.11,3000.0,8.04218134861118,128.0,19.25,2,0,2,0,0,4
"Quintero, Jair",2014.04.11,2500.0,7.85985979181722,128.0,20.6666666666665,2,1,0,0,0,4
"Valdivia, Daniel",2014.04.11,3000.0,8.04218134861118,153.0,21.6666666666665,2,0,2,0,0,4
"Valdez, German",2014.04.11,2500.0,7.85985979181722,152.0,23.75,3,3,1,0,0,4
"Ceballos, Manuel",2014.04.11,1000.0,6.94356905994307,175.0,20.9166666666665,1,0,1,0,0,4
"Reynolds, Jamel",2014.04.11,1000.0,6.94356905994307,176.0,25.5,0,2,0,0,0,4
"Gesta, Anecito",2014.04.11,1000.0,6.94356905994307,130.0,24.5833333333333,2,2,0,0,0,4
"Hood, Riccy",2014.04.11,1000.0,6.94356905994307,132.0,24.4166666666665,0,0,0,0,0,4
"Gesta, Mercito M.",2014.04.11,3500.0,8.19633202843843,140.0,26.5,26,1,14,0,0,8
"Riovalle, Edgar",2014.04.11,5000.0,8.55300697237717,136.0,27.25,37,17,26,0,0,8
"Smalls, Prince",2014.04.11,1000.0,6.94356905994307,126.0,18.6666666666665,3,0,0,0,0,4
"Haigood, Michael",2014.04.11,1000.0,6.94356905994307,125.0,29.5833333333333,0,2,0,0,0,4
"Ramos, Roque",2014.04.11,1000.0,6.94356905994307,128.0,26.6666666666665,3,0,1,0,0,4
"Silva, Luis A.",2014.04.11,1000.0,6.94356905994307,130.0,27.9166666666665,0,3,0,0,0,4
"Ruiz, Jorge",2014.04.11,1000.0,6.94356905994307,126.0,22.5833333333333,5,1,2,0,0,4
"Venegas, Oscar",2014.04.11,1500.0,7.34903416805123,126.0,29.0,3,3,2,0,0,4
"Vargas, Jessie",2014.04.12,90000.0,11.4433787302733,140.0,24.9166666666665,23,0,9,1,1,12
"Bradley, Timothy",2014.04.12,6000000.0,15.6430838081533,145.5,30.6666666666665,31,0,12,1,1,12
"Pacquiao, Emmanuel",2014.04.12,6000000.0,15.6430838081533,145.0,35.3700913242008,55,5,38,1,1,12
"Beltran, Raymundo E.",2014.04.12,85000.0,11.3862203164334,134.0,32.75,28,6,17,0,1,12
"Falcao, Esquiva F.",2014.04.12,1000.0,6.94356905994307,161.0,24.3837899543346,1,0,1,0,0,6
"Gvozdyk, Oleksandr",2014.04.12,5000.0,8.55300697237717,174.5,27.0,0,0,0,0,1,6
"Vasquez, Bryan",2014.04.12,55000.0,10.9509022451755,130.0,26.6666666666665,32,1,17,1,1,12
"Felix, Jose Jnr",2014.04.12,40000.0,10.632448514057,130.0,21.9166666666665,27,0,22,1,1,12
"Monaghan, Sean",2014.04.12,35000.0,10.4989171214325,175.0,32.6666666666665,20,0,13,0,0,10
"Valdez, Oscar R.",2014.04.12,15000.0,9.65161926104528,129.0,23.356392694064,9,0,9,0,0,8
"Martin, Charles",2014.04.16,6000.0,8.73532852917112,241.4,28.0,15,0,13,0,0,10
"Flores, Alexander",2014.04.16,10000.0,9.24615415293711,238.6,23.6666666666665,14,0,12,0,0,10
"Rose, Louis",2014.04.16,5000.0,8.55300697237717,160.2,25.1666666666665,9,1,2,0,0,8
"Van Heerden, Christopher",2014.04.16,8000.0,9.0230106016229,146.0,26.8333333333333,20,1,11,0,0,10
"Narh, Raymond A.",2014.04.16,12000.0,9.42847570973107,146.8,35.75,26,4,21,0,0,10
"N'Dam, Hassan",2014.04.16,25000.0,10.1624448848113,164.8,30.1666666666665,29,1,18,0,0,10
"Cruz, Julian",2014.04.17,1300.0,7.20593332441056,152.0,27.9166666666665,2,3,0,0,0,4
"Macias, Neeco",2014.04.17,800.0,6.72042550862886,151.0,23.0,4,0,1,0,0,4
"Sarran, Geovanni A.",2014.04.17,1750.0,7.50318484787849,228.0,25.3454337899509,4,6,1,0,0,5
"Donaldson, Devonte",2014.04.19,1000.0,6.94356905994307,134.5,30.6666666666665,1,4,0,0,0,4
"Mena, Rey",2014.04.19,1000.0,6.94356905994307,133.0,22.25,0,0,0,0,0,4
"Urbina, Juan",2014.04.19,1200.0,7.12589061673702,115.0,22.25,0,1,0,0,0,4
"Covielles, Daniel",2014.04.19,1000.0,6.94356905994307,115.5,21.9166666666665,2,0,1,0,0,4
"Hermosillo, Rigoberto",2014.04.19,1000.0,6.94356905994307,126.5,21.5833333333333,1,0,0,0,0,4
"Jumakhonov, Aleem",2014.04.19,1000.0,6.94356905994307,124.0,20.75,0,0,0,0,0,4
"Morales, Carlos D.",2014.04.19,1000.0,6.94356905994307,130.0,24.25,4,1,2,0,0,4
"Herrera, Thomas A.",2014.04.19,1000.0,6.94356905994307,129.0,28.9166666666665,3,10,1,0,0,4
"Peterson, Percy",2014.04.19,1000.0,6.94356905994307,132.0,22.6666666666665,0,2,0,0,0,4
"Pantaleon, Norberto",2014.04.19,1000.0,6.94356905994307,133.0,30.8333333333333,0,2,0,0,0,4
"Tadeo, Isaac",2014.04.19,1500.0,7.34903416805123,150.0,23.8333333333333,4,0,3,0,0,6
"Zatarain, Humberto",2014.04.19,1000.0,6.94356905994307,125.0,23.5,3,2,0,0,0,4
"Silva, Christian",2014.04.19,1000.0,6.94356905994307,125.0,23.75,2,3,1,0,0,4
"Hernandez, Jose*",2014.04.19,1500.0,7.34903416805123,165.0,31.4166666666665,5,1,3,0,0,6
"Hayes, John",2014.04.19,2000.0,7.63671624050301,165.0,25.8333333333333,4,0,0,0,0,6
"Olguin, Helaman",2014.04.19,1000.0,6.94356905994307,256.0,30.4057077625537,1,2,1,0,0,4
"Vigney, Xavier",2014.04.19,1000.0,6.94356905994307,247.5,24.0833333333333,1,0,1,0,0,4
"Ruiz, Danny",2014.04.19,1000.0,6.94356905994307,136.5,22.6666666666665,2,1,0,0,0,4
"Verduzco, Reggie",2014.04.19,900.0,6.83820854428524,156.0,26.9166666666665,1,1,1,0,0,4
"True, Brian",2014.04.19,1000.0,6.94356905994307,157.75,23.0,1,0,1,0,0,4
"Teague, Tavorus",2014.04.19,1000.0,6.94356905994307,152.0,27.0,0,0,0,0,0,4
"Roman, Jose Javier",2014.04.25,4500.0,8.44764645671934,137.8,26.1666666666665,15,1,11,0,0,8
"Camacho, Francisco",2014.04.25,1300.0,7.20593332441056,122.0,20.8333333333333,2,4,1,0,0,4
"Samaniego, Fernando",2014.04.25,1000.0,6.94356905994307,121.4,22.5,6,0,3,0,0,4
"Tamayo, Ruben",2014.04.25,5500.0,8.64831715218149,132.1,25.3837899543346,24,4,17,0,0,8
"Esquivias, Efrain",2014.04.25,4000.0,8.32986342106296,136.1,30.75,17,2,10,0,0,8
"Sandoval, Juan J.",2014.04.25,2000.0,7.63671624050301,133.3,27.25,7,13,4,0,0,4
"Ituarte, Erick",2014.04.25,1200.0,7.12589061673702,129.0,19.4166666666665,6,0,1,0,0,4
"Gomez, Jose",2014.04.26,3000.0,8.04218134861118,133.0,37.0,3,6,0,0,0,6
"De Leon, Erick",2014.04.26,3500.0,8.19633202843843,131.75,22.25,6,0,2,0,0,6
"Mosley, Shane Jnr.",2014.04.26,3000.0,8.04218134861118,161.25,23.3673515981734,0,0,0,0,0,4
"Franco, Daniel",2014.04.26,1500.0,7.34903416805123,131.0,22.356392694064,7,0,4,0,0,6
"Garcia, Cesar O.",2014.04.26,2000.0,7.63671624050301,132.0,25.5833333333333,7,16,4,0,0,6
"Frankel, Robert A.",2014.04.26,10000.0,9.24615415293711,141.25,33.8333333333333,32,14,6,0,0,8
"Zepeda, Jose",2014.04.26,12000.0,9.42847570973107,142.0,24.9166666666665,18,0,16,0,0,8
"Zamudio, Miguel",2014.04.26,2000.0,7.63671624050301,130.5,22.9166666666665,29,3,16,0,0,8
"Rodriguez, Saul",2014.04.26,7500.0,8.95847208048533,130.5,21.0,12,0,9,0,0,8
"Ruiz, Erik",2014.04.26,1500.0,7.34903416805123,125.75,22.0833333333333,11,1,5,0,0,6
"Figueroa, Omar",2014.04.26,250000.0,12.4650299778053,134.8,24.3810502283072,22,0,17,1,0,12
"Belmontes, Jerry",2014.04.26,80000.0,11.325595694617,134.8,25.4057077625537,19,3,5,1,0,12
"Bogere, Sharif",2014.04.26,10000.0,9.24615415293711,141.2,25.5,23,1,15,0,0,8
"Urena, Arturo",2014.04.26,5000.0,8.55300697237717,150.0,40.6666666666665,22,16,18,0,0,8
"Charlo, Jermall",2014.04.26,15000.0,9.65161926104528,158.0,23.9166666666665,17,0,13,0,0,10
"Munoz, Hector",2014.04.26,13500.0,9.54625874538745,158.0,35.9166666666665,22,12,14,0,0,10
"Diaz, Joseph Jnr.",2014.04.26,10000.0,9.24615415293711,122.8,21.4166666666665,9,0,7,0,0,6
"Maldonado, Luis",2014.04.26,7000.0,8.88947920899838,121.6,36.1666666666665,36,12,27,0,0,6
"Perrella, Bryant",2014.04.26,2000.0,7.63671624050301,146.6,25.0833333333333,3,0,2,0,0,4
"Crespo, Roberto",2014.04.26,2000.0,7.63671624050301,146.6,28.9166666666665,4,3,0,0,0,4
"Najera, Fernando",2014.04.26,1500.0,7.34903416805123,158.0,26.8333333333333,0,1,0,0,0,4
"Falcao, Yamaguchi",2014.04.26,4000.0,8.32986342106296,161.4,26.3509132420058,0,0,0,0,0,4
"Thurman, Keith",2014.04.26,600000.0,13.3404987151592,145.6,25.4166666666665,22,0,20,1,0,12
"Diaz, Julio C.",2014.04.26,150000.0,11.9542043540393,146.8,34.3509132420093,40,9,29,1,0,12
"Gomez, Frankie",2014.04.26,20000.0,9.93930133349706,143.2,22.1666666666665,16,0,12,0,0,10
"Vazquez, Orlando",2014.04.26,8000.0,9.0230106016229,143.0,31.9166666666665,12,3,6,0,0,10
"Gausha, Terrell M.",2014.04.26,8000.0,9.0230106016229,154.8,26.5833333333333,8,0,5,0,0,8
"Matthysse, Lucas",2014.04.26,200000.0,12.2418864264911,140.0,31.5833333333333,34,3,32,0,0,12
"Molina, John Jnr.",2014.04.26,200000.0,12.2418864264911,139.2,31.3399543378989,27,3,22,0,0,12
"Warren, Rau'shee",2014.05.02,8500.0,9.08363522343934,118.0,27.25,10,0,3,0,0,10
"Alvarado, Ricardo",2014.05.02,8000.0,9.0230106016229,118.5,24.3333333333335,7,2,6,0,0,10
"Easter, Robert Jnr",2014.05.02,5500.0,8.64831715218149,135.5,23.3333333333335,9,0,8,0,0,8
"Bey, Mickey C.",2014.05.02,25000.0,10.1624448848113,134.0,30.9166666666667,19,1,10,0,0,10
"Herring, Jamel W.E.",2014.05.02,7000.0,8.88947920899838,134.5,28.5833333333335,7,0,4,0,0,8
"Clark, Jamontay J.",2014.05.02,1500.0,7.34903416805123,148.0,19.6666666666667,1,0,1,0,0,4
"Rico, Jesus M.",2014.05.02,1000.0,6.94356905994307,148.0,21.6666666666667,2,5,0,0,0,4
"Cuellar, Jesus",2014.05.02,40000.0,10.632448514057,125.0,27.4232876712297,23,1,18,1,0,12
"Ramos, Rico D.",2014.05.02,10000.0,9.24615415293711,125.5,26.9166666666667,23,3,12,1,0,12
"Smith, Ishe O.",2014.05.02,60000.0,11.0379136221652,154.0,35.8333333333335,25,6,11,0,0,10
"Davis, Ryan L.",2014.05.02,10000.0,9.24615415293711,153.0,35.8333333333335,24,13,9,0,0,10
"Bellows, Lanell V.",2014.05.03,5000.0,8.55300697237717,168.0,28.5,6,1,5,0,0,6
"Broner, Adrien J.",2014.05.03,1250000.0,14.0744678902394,140.0,24.8333333333335,27,1,22,0,1,10
"Molina, Carlos",2014.05.03,150000.0,11.9542043540393,138.5,28.5,17,1,7,0,1,10
"Khan, Amir",2014.05.03,1500000.0,14.2567894470334,147.0,27.4780821917777,28,3,19,1,1,12
"Gavril, Ronald",2014.05.03,10000.0,9.24615415293711,167.0,27.8333333333335,8,0,6,0,0,8
"Hendrix, Tyrell",2014.05.03,6000.0,8.73532852917112,167.0,30.75,10,3,3,0,0,8
"Mayweather, Floyd",2014.05.03,32000000.0,17.3170602417249,146.0,37.25,45,0,26,2,1,12
"Maidana, Marcos",2014.05.03,1500000.0,14.2567894470334,146.5,30.8333333333335,35,3,31,2,1,12
"Love, J'Leon",2014.05.03,100000.0,11.5487392459312,168.0,26.6666666666667,17,0,10,0,1,10
"Periban, Marco A.",2014.05.03,35000.0,10.4989171214325,168.0,29.6666666666667,20,1,13,0,1,10
"Miller, Ladarius R.",2014.05.03,2500.0,7.85985979181722,140.0,20.8333333333335,1,0,0,0,0,4
"Quesada, Richard C.",2014.05.03,1500.0,7.34903416805123,142.0,25.5,1,2,1,0,0,4
"Tapia, Jonel R.",2014.05.03,6500.0,8.81537123684466,158.0,24.3333333333335,8,4,5,0,0,8
"Theophane, Ashley",2014.05.03,7500.0,8.95847208048533,142.0,33.75,34,6,10,0,0,8
"Tabiti, Andrew",2014.05.03,5000.0,8.55300697237717,194.0,24.6666666666667,5,0,5,0,0,6
"Barrios, Mario T.",2014.05.10,1500.0,7.34903416805123,123.0,19.0,3,0,1,0,0,4
"Marrero, Jaxel",2014.05.10,1500.0,7.34903416805123,123.0,22.5,1,2,0,0,0,4
"Arreola, Cristobal",2014.05.10,100000.0,11.5487392459312,239.0,33.1666666666667,35,3,31,1,0,12
"Stiverne, Bermane",2014.05.10,225000.0,12.3596694621475,239.5,35.5,23,1,20,1,0,12
"Flores, Benjamin J.",2014.05.10,25000.0,10.1624448848113,205.5,35.3333333333335,28,1,18,0,0,6
"Collins, Adam Clay",2014.05.10,7500.0,8.95847208048533,194.0,38.1666666666667,12,9,8,0,0,6
"Cojanu, Razvan",2014.05.10,1500.0,7.34903416805123,269.5,27.1666666666667,9,1,4,0,0,6
"Plant, Caleb H.",2014.05.10,1500.0,7.34903416805123,159.75,21.8333333333335,0,0,0,0,0,4
"Ghvamichava, Levan",2014.05.10,3500.0,8.19633202843843,141.5,28.8333333333335,11,1,8,0,0,6
"Ramos, Abel",2014.05.10,3500.0,8.19633202843843,143.5,22.8333333333335,9,0,5,0,0,6
"Imam, Amir A.",2014.05.10,10000.0,9.24615415293711,139.5,23.5,13,0,12,0,0,8
"Ugas, Yordenis",2014.05.10,10000.0,9.24615415293711,140.0,27.8333333333335,15,2,7,0,0,8
"Molina, Eric",2014.05.10,12000.0,9.42847570973107,214.5,32.0833333333335,20,2,14,0,0,10
"Williamson, Davarryl",2014.05.10,7000.0,8.88947920899838,240.25,45.8333333333335,27,7,23,0,0,10
"Avila, Manuel",2014.05.15,10000.0,9.24615415293711,122.0,22.0833333333335,14,0,5,0,0,10
"Espadas, Elias",2014.05.15,1500.0,7.34903416805123,160.0,23.5833333333335,5,1,3,0,0,4
"Harris, Jamal",2014.05.15,1800.0,7.53135572484519,159.0,44.0833333333335,5,8,3,0,0,4
"Orozco, Antonio",2014.05.15,15000.0,9.65161926104528,140.0,26.5833333333335,19,0,15,0,0,10
"Honorio, Martin",2014.05.15,10000.0,9.24615415293711,140.0,34.3333333333335,32,8,16,0,0,10
"Ruiz, Jorge",2014.05.15,1200.0,7.12589061673702,126.0,22.6666666666667,6,1,2,0,0,4
"Santibanes, Walter M.",2014.05.15,1500.0,7.34903416805123,126.0,23.5,2,2,0,0,0,4
"Roman, Manuel",2014.05.15,1500.0,7.34903416805123,120.0,26.3333333333335,16,2,6,0,0,6
"Silveria, Jose",2014.05.15,3000.0,8.04218134861118,120.0,35.25,15,10,6,0,0,6
"Smalls, Prince",2014.05.15,900.0,6.83820854428524,127.5,18.75,4,0,0,0,0,4
"Serrano, Victor",2014.05.15,1500.0,7.34903416805123,128.0,29.4194063926941,4,4,1,0,0,4
"Watts, Tevin",2014.05.15,1500.0,7.34903416805123,152.0,22.0833333333335,2,0,0,0,0,4
"Seymour, Elliott",2014.05.15,1200.0,7.12589061673702,153.0,28.9166666666667,1,7,1,0,0,4
"Valenzuela, Cesar",2014.05.16,2000.0,7.63671624050301,129.5,24.1666666666667,6,3,3,0,0,6
"Villarraga, Cesar",2014.05.16,1500.0,7.34903416805123,133.8,28.6666666666667,2,0,1,0,0,4
"Lopez, Wilberth A.",2014.05.16,1350.0,7.2436736523934,134.0,19.25,3,2,1,0,0,4
"Mitchell, LaRon",2014.05.16,1500.0,7.34903416805123,246.3,34.0,3,0,3,0,0,4
"Williams, Derek",2014.05.16,1300.0,7.20593332441056,264.0,33.75,0,2,0,0,0,4
"Roman, Jose Javier",2014.05.16,6000.0,8.73532852917112,134.0,26.25,16,1,12,0,0,10
"Solis, Luis",2014.05.16,4000.0,8.32986342106296,134.4,22.25,15,2,12,0,0,10
"Zarate, Isaac",2014.05.16,4000.0,8.32986342106296,121.5,22.6666666666667,7,1,0,0,0,8
"Reyes, Juan R.",2014.05.16,4000.0,8.32986342106296,121.4,24.75,10,1,1,0,0,8
"Alvarado, Mike A.",2014.05.17,650000.0,13.4205414228328,143.0,33.8333333333335,34,2,23,0,0,12
"Marquez, Juan Manuel",2014.05.17,1400000.0,14.1877965755464,141.6,40.75,55,7,40,0,0,12
"Duran, Pedro",2014.05.17,2000.0,7.63671624050301,129.8,20.5,5,0,3,0,0,4
"Coca, Dominic",2014.05.17,2500.0,7.85985979181722,130.0,34.25,8,7,2,0,0,4
"Postol, Viktor",2014.05.17,60000.0,11.0379136221652,129.6,30.3333333333335,25,0,10,0,0,12
"Aydin, Selcuk",2014.05.17,40000.0,10.632448514057,139.2,30.6666666666667,26,2,19,0,0,12
"Magdaleno, Diego",2014.05.17,22500.0,10.0570843691534,132.4,27.5833333333335,25,1,10,0,0,8
"Hirales, Raul R.",2014.05.17,3000.0,8.04218134861118,124.4,30.3333333333335,21,2,10,0,0,8
"Guerrero, Ernesto",2014.05.17,4000.0,8.32986342106296,121.6,25.3333333333335,17,10,11,0,0,8
"Wohlman, Zachary",2014.05.17,2500.0,7.85985979181722,143.5,26.0,7,1,1,0,0,4
"Cordova, Eddie",2014.05.17,2500.0,7.85985979181722,143.8,35.25,4,7,1,0,0,4
"Valdez, Oscar R.",2014.05.17,15000.0,9.65161926104528,129.4,23.4397260273975,10,0,10,0,0,8
"Lopez, Manuel D.",2014.05.17,2500.0,7.85985979181722,141.2,23.8333333333335,5,0,4,0,0,4
"Krael, Cameron A.",2014.05.17,2500.0,7.85985979181722,141.4,20.4643835616439,4,5,0,0,0,4
"Saenz, Gabino",2014.05.17,3500.0,8.19633202843843,127.8,24.9166666666667,11,0,8,0,0,6
"Solomon, Brad E.",2014.05.17,12500.0,9.46929770425132,146.6,31.0,21,0,8,0,0,8
"Ovspeyan, Arman",2014.05.17,7500.0,8.95847208048533,147.4,28.25,14,3,11,0,0,8
"Solis, Edwin",2014.05.17,1000.0,6.94356905994307,126.0,26.0,5,2,3,0,0,6
"Grajeda, Luis E.",2014.05.20,2500.0,7.85985979181722,156.0,27.4232876712297,17,2,13,0,0,8
"El Harrak, Said",2014.05.20,5000.0,8.55300697237717,156.0,26.75,12,2,7,0,0,8
"Martin, Charles",2014.05.20,6000.0,8.73532852917112,246.0,28.0833333333335,16,0,14,0,0,10
"Shabranskyy, Vyacheslav",2014.05.20,2500.0,7.85985979181722,174.0,27.0,7,0,6,0,0,8
"Hernandez, Jose*",2014.05.23,1500.0,7.34903416805123,167.25,31.5,6,1,3,0,0,6
"Guy, Mike",2014.05.23,1500.0,7.34903416805123,167.0,32.4287671232876,6,1,3,0,0,6
"Coley, Aaron",2014.05.23,1500.0,7.34903416805123,153.0,23.5833333333335,8,0,5,0,0,6
"Hayes, John",2014.05.23,1500.0,7.34903416805123,153.0,25.9166666666667,4,1,0,0,0,6
"Donaldson, Devonte",2014.05.23,1000.0,6.94356905994307,134.0,30.75,1,5,0,0,0,4
"Rivera, Osman",2014.05.23,1200.0,7.12589061673702,135.0,26.3333333333335,2,6,0,0,0,4
"Fuentes, Fernando",2014.05.30,1200.0,7.12589061673702,121.0,19.8333333333335,3,2,0,0,0,4
"Montgomery, Brahmabigi",2014.05.30,1000.0,6.94356905994307,158.0,28.0833333333335,0,0,0,0,0,4
"Capaceta, Victor",2014.05.30,1500.0,7.34903416805123,124.0,21.6666666666667,3,6,2,0,0,6
"Perez, Joe",2014.05.30,1500.0,7.34903416805123,123.0,24.3333333333335,4,0,3,0,0,6
"Sierra, Ulises",2014.05.30,1000.0,6.94356905994307,165.0,25.3333333333335,6,0,5,0,0,4
"Gutierrez, Jesus A.",2014.05.31,5000.0,8.55300697237717,136.75,25.4616438356134,11,0,3,0,0,6
"Chavez, Joaquin R.",2014.05.31,2500.0,7.85985979181722,136.5,26.5,6,12,2,0,0,6
"Fortuna, Javier",2014.05.31,12000.0,9.42847570973107,130.5,25.0,24,0,18,0,0,10
"Rogers, Samuel",2014.05.31,10000.0,9.24615415293711,158.0,31.5,14,1,8,0,0,8
"Mora, Sergio",2014.05.31,12000.0,9.42847570973107,159.0,34.4890410958903,25,3,8,0,0,8
"Santomouro, Rocco",2014.05.31,2000.0,7.63671624050301,120.5,26.4890410958872,11,0,1,0,0,8
"Quevedo, Daniel",2014.05.31,3500.0,8.19633202843843,121.0,30.4863013698598,13,14,8,0,0,8
"Aleem, Immanuwel",2014.06.06,2500.0,7.85985979181722,162.25,20.6666666666667,8,0,4,0,0,6
"Casillas, Rigoberto",2014.06.06,3000.0,8.04218134861118,123.5,28.25,10,12,8,0,0,6
"De La Hoya, Diego",2014.06.06,5000.0,8.55300697237717,123.25,19.8333333333333,4,0,3,0,0,6
"Ibarra, Gerardo",2014.06.06,15000.0,9.65161926104528,155.75,23.9166666666667,14,0,8,0,0,10
"Centeno, Hugo",2014.06.06,20000.0,9.93930133349706,156.25,23.3333333333333,20,0,11,0,0,10
"Cupul, Pablo",2014.06.06,1500.0,7.34903416805123,126.0,26.8333333333333,8,16,5,0,0,4
"Negrete, Oscar M.",2014.06.06,2000.0,7.63671624050301,123.37,26.9166666666667,3,0,0,0,0,4
"Phipps, Jas",2014.06.06,1300.0,7.20593332441056,161.25,26.8333333333333,4,3,1,0,0,4
"Davis, Kyrone",2014.06.06,1500.0,7.34903416805123,160.75,19.5833333333333,2,0,2,0,0,4
"Quevedo, Rick",2014.06.06,1000.0,6.94356905994307,138.5,21.8333333333333,0,0,0,0,0,4
"Santana, Francisco",2014.06.06,10000.0,9.24615415293711,148.25,28.0833333333333,19,3,9,0,0,10
"Gomez, Eddie",2014.06.06,15000.0,9.65161926104528,149.0,21.8333333333333,16,0,10,0,0,10
"Winchester, James",2014.06.06,18000.0,9.83394081783923,155.75,35.6666666666667,16,9,6,0,0,10
"Gausha, Terrell M.",2014.06.06,12000.0,9.42847570973107,156.25,26.75,9,0,5,0,0,10
"Valdez, German",2014.06.06,2000.0,7.63671624050301,147.25,23.9166666666667,3,4,1,0,0,6
"Kim, Daniel",2014.06.19,1200.0,7.12589061673702,133.0,24.4166666666667,1,1,0,0,0,4
"Rin, Sopaun",2014.06.19,1350.0,7.2436736523934,131.5,27.6666666666667,0,1,0,0,0,4
"Blades, George J.",2014.06.21,20000.0,9.93930133349706,177.4,39.8333333333333,23,5,16,0,0,10
"Dawson, Chad",2014.06.21,15000.0,9.65161926104528,182.8,31.9166666666667,31,3,17,0,0,10
"Soto Karass, Jesus",2014.06.21,150000.0,11.9542043540393,148.0,31.6666666666667,28,9,18,0,0,10
"Alexander, Devon",2014.06.21,450000.0,13.0528166427074,148.2,27.3333333333333,25,2,14,0,0,10
"Zamudio, Miguel",2014.06.21,8000.0,9.0230106016229,137.0,23.0833333333333,29,4,16,0,0,8
"Bogere, Sharif",2014.06.21,10000.0,9.24615415293711,136.0,25.6666666666667,24,1,16,0,0,8
